"DATASET_STRING","TOPIC_STRING"
"DECENNIALCD1132010","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Family_Size_and_Type, Grandparents_and_Grandchildren, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Older_Population, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Same_Sex_Couples, Some_Other_Race, Two_or_More_Races, Vacancy, Vacancy_Characteristics, Vacancy_Rates, White"
"DECENNIALCD1152010","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Family_Size_and_Type, Grandparents_and_Grandchildren, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Older_Population, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Same_Sex_Couples, Some_Other_Race, Two_or_More_Races, Vacancy, Vacancy_Characteristics, Vacancy_Rates, White"
"DECENNIALCD1162010","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Family_Size_and_Type, Grandparents_and_Grandchildren, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Older_Population, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Some_Other_Race, Two_or_More_Races, Vacancy, Vacancy_Characteristics, Vacancy_Rates, White"
"DECENNIALCD1182020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Counts_Estimates_and_Projections, Government, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Housing, Housing_Units, Military_Population, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Older_Population, Owner_Renter_Tenure, Population_Total, Populations_and_People, Race_and_Ethnicity, Redistricting, Relationship, Resident_Population, Selected_Household_Characteristics, Selected_Householder_Characteristics, Some_Other_Race, Two_or_More_Races, Vacancy, Voting_and_Registration, White"
"DECENNIALCD1192020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Counts_Estimates_and_Projections, Government, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Housing, Housing_Units, Military_Population, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Older_Population, Owner_Renter_Tenure, Population_Total, Populations_and_People, Race_and_Ethnicity, Redistricting, Relationship, Resident_Population, Selected_Household_Characteristics, Selected_Householder_Characteristics, Some_Other_Race, Two_or_More_Races, Vacancy, Voting_and_Registration, White"
"DECENNIALCD119BETA2020",""
"DECENNIALCQR2000","Group_Quarters_Population, Homeownership_Rate, Housing_Units, Population_Total, Vacancy_Rates"
"DECENNIALCROSSTABAS2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Civilian_Population, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Education, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Occupants_Per_Room, Occupation, Older_Population, Part_or_Full_Time, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Work_from_Home, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALCROSSTABGU2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Civilian_Population, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Education, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Older_Population, Part_or_Full_Time, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Work_from_Home, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALCROSSTABMP2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Civilian_Population, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Education, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Occupants_Per_Room, Occupation, Older_Population, Part_or_Full_Time, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Work_from_Home, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALCROSSTABVI2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Civilian_Population, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Education, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Older_Population, Part_or_Full_Time, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Work_from_Home, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDDHCA2020","Age_and_Sex, Population_Total, Populations_and_People, Race_and_Ethnicity, Resident_Population"
"DECENNIALDDHCB2020","Counts_Estimates_and_Projections, Families_and_Household_Characteristics, Families_and_Living_Arrangements, Family_Size_and_Type, Household_Size_and_Type, Household_and_Family, Housing, Housing_Units, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Populations_and_People"
"DECENNIALDHC2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Counts_Estimates_and_Projections, Government, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Housing, Housing_Units, Military_Population, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Older_Population, Owner_Renter_Tenure, Population_Total, Populations_and_People, Race_and_Ethnicity, Redistricting, Relationship, Resident_Population, Selected_Household_Characteristics, Selected_Householder_Characteristics, Some_Other_Race, Two_or_More_Races, Vacancy, Voting_and_Registration, White"
"DECENNIALDHCAS2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Child_Living_Arrangements, Children, Civilian_Population, Class_of_Worker, Commuting, Condos_and_Co_ops, Counts_Estimates_and_Projections, Disability, Education, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Families_and_Household_Characteristics, Families_and_Living_Arrangements, Family_Size_and_Type, Fertility, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_Inequality, Income_and_Earnings, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Military_Population, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Owner_Renter_Tenure, Part_or_Full_Time, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDHCGU2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Child_Living_Arrangements, Children, Civilian_Population, Class_of_Worker, Commuting, Condos_and_Co_ops, Counts_Estimates_and_Projections, Disability, Education, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Families_and_Household_Characteristics, Families_and_Living_Arrangements, Family_Size_and_Type, Fertility, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_Inequality, Income_and_Earnings, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Military_Population, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Owner_Renter_Tenure, Part_or_Full_Time, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDHCMP2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Child_Living_Arrangements, Children, Civilian_Population, Class_of_Worker, Commuting, Condos_and_Co_ops, Counts_Estimates_and_Projections, Disability, Education, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Families_and_Household_Characteristics, Families_and_Living_Arrangements, Family_Size_and_Type, Fertility, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_Inequality, Income_and_Earnings, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Military_Population, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Owner_Renter_Tenure, Part_or_Full_Time, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDHCVI2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Child_Living_Arrangements, Children, Civilian_Population, Class_of_Worker, Commuting, Condos_and_Co_ops, Counts_Estimates_and_Projections, Disability, Education, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Families_and_Household_Characteristics, Families_and_Living_Arrangements, Family_Size_and_Type, Fertility, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_Inequality, Income_and_Earnings, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Military_Population, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Owner_Renter_Tenure, Part_or_Full_Time, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDP2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Child_Living_Arrangements, Children, Families_and_Household_Characteristics, Families_and_Living_Arrangements, Family_Size_and_Type, Grandparents_and_Grandchildren, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing, Housing_Units, Marital_Status_and_Marital_History, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupancy_Characteristics, Older_Population, Owner_Renter_Tenure, Population_Total, Populations_and_People, Race_and_Ethnicity, Relationship, Resident_Population, Same_Sex_Couples, Some_Other_Race, Two_or_More_Races, Vacancy_Characteristics, Vacancy_Rates, White"
"DECENNIALDPAIAN2000","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDPAS2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Child_Living_Arrangements, Children, Civilian_Population, Class_of_Worker, Commuting, Disability, Education, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Family_Size_and_Type, Fertility, Grade_Enrolled, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Older_Population, Owner_Renter_Tenure, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Vacancy_Rates, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDPCD110H2000","Age_and_Sex, Children, Family_Size_and_Type, Group_Quarters_Population, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Vacancy_Rates"
"DECENNIALDPCD110S2000","Ancestry, Citizenship, Class_of_Worker, Commuting, Disability, Educational_Attainment, Employment_and_Labor_Force_Status, Foreign_Born, Grandparents_and_Grandchildren, Heating_and_Air_Conditioning_HVAC, Homeownership_Rate, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupation, Official_Poverty_Measure, Other_Owner_Characteristics, Physical_Characteristics, Place_of_Birth, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDPCD1132010","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Family_Size_and_Type, Group_Quarters_Population, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Household_and_Family, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Some_Other_Race, Two_or_More_Races, Vacancy_Rates, White"
"DECENNIALDPCD1152010","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Family_Size_and_Type, Group_Quarters_Population, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Household_and_Family, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Some_Other_Race, Two_or_More_Races, Vacancy_Rates, White"
"DECENNIALDPGU2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Child_Living_Arrangements, Children, Civilian_Population, Class_of_Worker, Commuting, Disability, Education, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Family_Size_and_Type, Fertility, Grade_Enrolled, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Older_Population, Owner_Renter_Tenure, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Vacancy_Rates, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDPMP2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Child_Living_Arrangements, Children, Civilian_Population, Commuting, Disability, Education, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Family_Size_and_Type, Fertility, Grade_Enrolled, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Older_Population, Owner_Renter_Tenure, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Vacancy_Rates, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDPSF22000","Age_and_Sex, Children, Family_Size_and_Type, Group_Quarters_Population, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Vacancy_Rates"
"DECENNIALDPSF32000","Ancestry, Citizenship, Class_of_Worker, Commuting, Disability, Educational_Attainment, Employment_and_Labor_Force_Status, Foreign_Born, Grandparents_and_Grandchildren, Heating_and_Air_Conditioning_HVAC, Homeownership_Rate, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupation, Official_Poverty_Measure, Other_Owner_Characteristics, Physical_Characteristics, Place_of_Birth, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDPSF42000","Age_and_Sex, Ancestry, Children, Citizenship, Class_of_Worker, Commuting, Disability, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDPSLDH2000","Age_and_Sex, Children, Family_Size_and_Type, Group_Quarters_Population, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Vacancy_Rates"
"DECENNIALDPSLDS2000","Ancestry, Citizenship, Class_of_Worker, Commuting, Disability, Educational_Attainment, Employment_and_Labor_Force_Status, Foreign_Born, Grandparents_and_Grandchildren, Heating_and_Air_Conditioning_HVAC, Homeownership_Rate, Household_Size_and_Type, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupation, Official_Poverty_Measure, Other_Owner_Characteristics, Physical_Characteristics, Place_of_Birth, Renter_Costs, Residential_Mobility, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALDPVI2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Child_Living_Arrangements, Children, Civilian_Population, Class_of_Worker, Commuting, Disability, Education, Educational_Attainment, Employment_and_Labor_Force_Status, Families_and_Living_Arrangements, Family_Size_and_Type, Fertility, Grade_Enrolled, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Older_Population, Owner_Renter_Tenure, Place_of_Birth, Population_Total, Populations_and_People, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, School_Enrollment, Selected_Household_Characteristics, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Characteristics, Vacancy_Rates, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
