"CONCEPT_ID","CONCEPT_LABEL","CONCEPT_STRING","DATASET_STRING"
287122,"SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS","PCT46","DECENNIALDHCAS2020"
287124,"PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY AGE OF OWN CHILDREN BY EMPLOYMENT STATUS FOR FEMALES 20 TO 64 YEARS","PCT47","DECENNIALDHCAS2020"
287126,"AGE OF OWN CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY LIVING ARRANGEMENTS BY EMPLOYMENT STATUS OF PARENTS","PCT48","DECENNIALDHCAS2020"
287128,"SEX BY WORK STATUS IN 2019 BY USUAL HOURS WORKED PER WEEK IN 2019 BY WEEKS WORKED IN 2019 FOR THE POPULATION 16 TO 64 YEARS IN HOUSEHOLDS","PCT49","DECENNIALDHCAS2020"
287130,"NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN COMBINATION WITH ONE OR MORE RACES, AND WITH ONE OR MORE NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER CATEGORIES FOR SELECTED GROUPS","PCT5","DECENNIALDHCAS2020"
287133,"PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN 2019","PCT50","DECENNIALDHCAS2020"
287135,"PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY EMPLOYMENT STATUS","PCT51","DECENNIALDHCAS2020"
287136,"SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER IN HOUSEHOLDS","PCT52","DECENNIALDHCAS2020"
287138,"SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER IN HOUSEHOLDS","PCT53","DECENNIALDHCAS2020"
287140,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER IN HOUSEHOLDS","PCT54","DECENNIALDHCAS2020"
287142,"AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN 2019","PCT55","DECENNIALDHCAS2020"
287144,"MEDIAN HOUSEHOLD INCOME IN 2019 (DOLLARS) BY AGE OF HOUSEHOLDER","PCT56","DECENNIALDHCAS2020"
287146,"AGGREGATE HOUSEHOLD INCOME IN 2019 (DOLLARS) BY AGE OF HOUSEHOLDER","PCT57","DECENNIALDHCAS2020"
287148,"HOUSEHOLD INCOME QUINTILE UPPER LIMITS","PCT58","DECENNIALDHCAS2020"
287150,"MEAN HOUSEHOLD INCOME OF QUINTILES","PCT59","DECENNIALDHCAS2020"
287152,"ASIAN ALONE WITH ONE ASIAN CATEGORY FOR SELECTED GROUPS","PCT6","DECENNIALDHCAS2020"
287154,"SHARES OF AGGREGATE HOUSEHOLD INCOME BY QUINTILE","PCT60","DECENNIALDHCAS2020"
287155,"GINI INDEX OF INCOME INEQUALITY","PCT61","DECENNIALDHCAS2020"
287156,"AGGREGATE FAMILY INCOME IN 2019 (DOLLARS) BY FAMILY TYPE BY AGE OF HOUSEHOLDER","PCT62","DECENNIALDHCAS2020"
287158,"AGGREGATE FAMILY INCOME IN 2019 (DOLLARS) BY NUMBER OF WORKERS IN FAMILY IN 2019","PCT63","DECENNIALDHCAS2020"
287160,"FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY INCOME IN 2019","PCT64","DECENNIALDHCAS2020"
287162,"MEDIAN FAMILY INCOME IN 2019 (DOLLARS) BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS","PCT65","DECENNIALDHCAS2020"
287164,"AGGREGATE FAMILY INCOME IN 2019 (DOLLARS) BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS","PCT66","DECENNIALDHCAS2020"
287166,"MEDIAN FAMILY INCOME IN 2019 (DOLLARS) BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS","PCT67","DECENNIALDHCAS2020"
287168,"AGGREGATE FAMILY INCOME IN 2019 (DOLLARS) BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS","PCT68","DECENNIALDHCAS2020"
287170,"NONFAMILY HOUSEHOLD INCOME IN 2019 BY SEX OF HOUSEHOLDER BY AGE OF HOUSEHOLDER","PCT69","DECENNIALDHCAS2020"
287172,"ASIAN ALONE WITH ONE OR MORE ASIAN CATEGORIES FOR SELECTED GROUPS","PCT7","DECENNIALDHCAS2020"
287174,"MEDIAN NONFAMILY HOUSEHOLD INCOME IN 2019 (DOLLARS) BY SEX OF HOUSEHOLDER BY AGE OF HOUSEHOLDER","PCT70","DECENNIALDHCAS2020"
287176,"AGGREGATE NONFAMILY HOUSEHOLD INCOME IN 2019 (DOLLARS) BY SEX OF HOUSEHOLDER BY AGE OF HOUSEHOLDER","PCT71","DECENNIALDHCAS2020"
287178,"SEX BY EARNINGS IN 2019 FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS WITH EARNINGS","PCT72","DECENNIALDHCAS2020"
287179,"SEX BY WORK EXPERIENCE IN 2019 BY EARNINGS IN 2019 FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS","PCT73","DECENNIALDHCAS2020"
287181,"SEX BY WORK EXPERIENCE IN 2019 BY EARNINGS IN 2019 FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)","PCT73A","DECENNIALDHCAS2020"
287183,"SEX BY WORK EXPERIENCE IN 2019 BY EARNINGS IN 2019 FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS (OTHER RACES ALONE)","PCT73B","DECENNIALDHCAS2020"
287185,"SEX BY WORK EXPERIENCE IN 2019 BY EARNINGS IN 2019 FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS (TWO OR MORE RACES)","PCT73C","DECENNIALDHCAS2020"
287187,"MEDIAN EARNINGS IN 2019 (DOLLARS) BY WORK EXPERIENCE IN 2019 BY SEX FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS WITH EARNINGS","PCT74","DECENNIALDHCAS2020"
287188,"MEDIAN EARNINGS IN 2019 (DOLLARS) BY WORK EXPERIENCE IN 2019 BY SEX FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS WITH EARNINGS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)","PCT74A","DECENNIALDHCAS2020"
287190,"MEDIAN EARNINGS IN 2019 (DOLLARS) BY WORK EXPERIENCE IN 2019 BY SEX FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS WITH EARNINGS (OTHER RACES ALONE)","PCT74B","DECENNIALDHCAS2020"
287192,"MEDIAN EARNINGS IN 2019 (DOLLARS) BY WORK EXPERIENCE IN 2019 BY SEX FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS WITH EARNINGS (TWO OR MORE RACES)","PCT74C","DECENNIALDHCAS2020"
287193,"AGGREGATE EARNINGS IN 2019 (DOLLARS) BY WORK EXPERIENCE IN 2019 BY SEX FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS WITH EARNINGS","PCT75","DECENNIALDHCAS2020"
287195,"MEDIAN EARNINGS IN 2019 (DOLLARS) BY SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER IN HOUSEHOLDS WITH EARNINGS","PCT76","DECENNIALDHCAS2020"
287196,"POVERTY STATUS IN 2019 BY AGE BY SEX FOR PEOPLE IN HOUSEHOLDS","PCT77","DECENNIALDHCAS2020"
287198,"POVERTY STATUS IN 2019 BY AGE BY SEX FOR PEOPLE IN HOUSEHOLDS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)","PCT77A","DECENNIALDHCAS2020"
287200,"POVERTY STATUS IN 2019 BY AGE BY SEX FOR PEOPLE IN HOUSEHOLDS (OTHER RACES ALONE)","PCT77B","DECENNIALDHCAS2020"
287202,"POVERTY STATUS IN 2019 BY AGE BY SEX FOR PEOPLE IN HOUSEHOLDS (TWO OR MORE RACES)","PCT77C","DECENNIALDHCAS2020"
287204,"POVERTY STATUS IN 2019 BY AGE BY HOUSEHOLD TYPE","PCT78","DECENNIALDHCAS2020"
287205,"AGE BY RATIO OF INCOME TO POVERTY LEVEL IN 2019 FOR PEOPLE IN HOUSEHOLDS","PCT79","DECENNIALDHCAS2020"
287207,"ASIAN ALONE OR IN COMBINATION WITH ONE OR MORE RACES, AND WITH ONE OR MORE ASIAN CATEGORIES FOR SELECTED GROUPS","PCT8","DECENNIALDHCAS2020"
287209,"POVERTY STATUS IN 2019 BY PLACE OF BIRTH FOR PEOPLE IN HOUSEHOLDS","PCT80","DECENNIALDHCAS2020"
287211,"POVERTY STATUS IN 2019 OF RELATED CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY AGE","PCT81","DECENNIALDHCAS2020"
287213,"POVERTY STATUS IN 2019 OF UNRELATED INDIVIDUALS 15 YEARS AND OVER IN HOUSEHOLDS BY SEX BY AGE","PCT82","DECENNIALDHCAS2020"
287215,"POVERTY STATUS IN 2019 OF UNRELATED INDIVIDUALS IN HOUSEHOLDS BY SEX BY AGE BY HOUSEHOLDER STATUS","PCT83","DECENNIALDHCAS2020"
287217,"RATIO OF INCOME TO POVERTY LEVEL IN 2019 OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN","PCT84","DECENNIALDHCAS2020"
287219,"POVERTY STATUS IN 2019 OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN","PCT85","DECENNIALDHCAS2020"
287221,"POVERTY STATUS IN 2019 OF HOUSEHOLDS BY HOUSEHOLD TYPE BY AGE OF HOUSEHOLDER","PCT86","DECENNIALDHCAS2020"
287223,"ALLOCATION OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER IN HOUSEHOLDS","PCT87","DECENNIALDHCAS2020"
287225,"ALLOCATION OF RESPONSIBILITY FOR OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER IN HOUSEHOLDS","PCT88","DECENNIALDHCAS2020"
287227,"ALLOCATION OF LENGTH OF TIME GRANDPARENT RESPONSIBLE FOR GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER IN HOUSEHOLDS","PCT89","DECENNIALDHCAS2020"
287229,"DETAILED RACE BY SEX BY AGE","PCT9","DECENNIALDHCAS2020"
287231,"ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER IN HOUSEHOLDS","PCT90","DECENNIALDHCAS2020"
287233,"ALLOCATION OF VOCATIONAL TRAINING FOR THE POPULATION 16 YEARS AND OVER IN HOUSEHOLDS","PCT91","DECENNIALDHCAS2020"
287235,"ALLOCATION OF FIELD OF BACHELOR'S DEGREE FOR THE POPULATION 25 YEARS AND OVER IN HOUSEHOLDS","PCT92","DECENNIALDHCAS2020"
287237,"ALLOCATION OF MARITAL EVENTS FOR THE POPULATION 15 YEARS AND OVER IN HOUSEHOLDS","PCT93","DECENNIALDHCAS2020"
290557,"Population by Sex","K200101","ACSSE2022"
290558,"Population Under 18 Years by Age","K200102","ACSSE2022"
290559,"Median Age by Sex","K200103","ACSSE2022"
290560,"Population by Age","K200104","ACSSE2022"
290561,"Race","K200201","ACSSE2022"
290562,"Hispanic or Latino Origin","K200301","ACSSE2022"
290563,"Citizenship Status in the United States","K200501","ACSSE2022"
290564,"Citizenship Status in Puerto Rico","K200501PR","ACSSE2022"
290565,"Place of Birth in the United States","K200503","ACSSE2022"
290566,"Place of Birth in Puerto Rico","K200503PR","ACSSE2022"
290567,"Geographical Mobility in the Past Year in the United States","K200701","ACSSE2022"
290568,"Geographical Mobility in the Past Year in Puerto Rico","K200701PR","ACSSE2022"
290569,"Means of Transportation to Work","K200801","ACSSE2022"
290570,"Travel Time to Work","K200802","ACSSE2022"
290571,"Household Type","K200901","ACSSE2022"
290572,"Marital Status for the Population 15 Years and Over","K201001","ACSSE2022"
290573,"Own Children Under 18 Years by Family Type","K201101","ACSSE2022"
290574,"Households by Presence of People 60 Years and Over by Household Type","K201102","ACSSE2022"
290575,"School Enrollment by Level of School for the Population 3 Years and Over","K201401","ACSSE2022"
290576,"Educational Attainment for the Population 25 Years and Over","K201501","ACSSE2022"
290577,"Household Language","K201601","ACSSE2022"
284197,"COMPARATIVE SOCIAL CHARACTERISTICS IN THE UNITED STATES","CP02","ACSCP5Y2021"
284198,"COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO","CP02PR","ACSCP5Y2021"
284199,"COMPARATIVE ECONOMIC CHARACTERISTICS","CP03","ACSCP5Y2021"
284200,"COMPARATIVE HOUSING CHARACTERISTICS","CP04","ACSCP5Y2021"
284201,"COMPARATIVE DEMOGRAPHIC ESTIMATES","CP05","ACSCP5Y2021"
290578,"Poverty Status in the Past 12 Months by Age","K201701","ACSSE2022"
290579,"Ratio of Income to Poverty Level in the Past 12 Months","K201702","ACSSE2022"
290580,"Poverty Status in the Past 12 Months of Families by Household Type","K201703","ACSSE2022"
290581,"Disability Status by Age","K201801","ACSSE2022"
290582,"Work Experience by Disability Status","K201802","ACSSE2022"
290583,"Types of Disabilities","K201803","ACSSE2022"
290584,"Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)","K201901","ACSSE2022"
290585,"Median Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)","K201902","ACSSE2022"
290586,"Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)","K201903","ACSSE2022"
290587,"Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)","K201904","ACSSE2022"
290588,"Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)","K201905","ACSSE2022"
290589,"Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months","K202002","ACSSE2022"
290590,"Veteran Status for the Civilian Population 18 Years and Over by Age","K202101","ACSSE2022"
290591,"Service-Connected Disability-Rating Status for Civilian Veterans 18 Years and Over","K202102","ACSSE2022"
290592,"Receipt of Food Stamps/SNAP in the Past 12 Months by Presence of Children Under 18 Years for Households","K202201","ACSSE2022"
290593,"Employment Status for the Population 16 Years and Over","K202301","ACSSE2022"
290594,"Sex by Full-Time Work Status in the Past 12 Months for the Population 16 to 64 Years","K202302","ACSSE2022"
290595,"Occupation for the Civilian Employed Population 16 Years and Over","K202401","ACSSE2022"
290596,"Class of Worker for the Civilian Employed Population 16 Years and Over","K202402","ACSSE2022"
290597,"Industry for the Civilian Employed Population 16 Years and Over","K202403","ACSSE2022"
290598,"Occupancy Status","K202501","ACSSE2022"
290599,"Housing Tenure","K202502","ACSSE2022"
290600,"Total Population in Occupied Housing Units by Tenure","K202503","ACSSE2022"
290601,"Units in Structure","K202504","ACSSE2022"
290602,"Year Structure Built","K202505","ACSSE2022"
290603,"Year Householder Moved Into Unit","K202506","ACSSE2022"
290604,"Gross Rent","K202507","ACSSE2022"
290605,"Mortgage Status","K202508","ACSSE2022"
290606,"Housing Value","K202509","ACSSE2022"
290607,"Median Value (Dollars)","K202510","ACSSE2022"
290608,"Median Gross Rent (Dollars)","K202511","ACSSE2022"
290609,"Group Quarters Population","K202601","ACSSE2022"
290610,"Age by Health Insurance Coverage Status","K202701","ACSSE2022"
290611,"Private Health Insurance Status","K202702","ACSSE2022"
290612,"Public Health Insurance Status","K202703","ACSSE2022"
290613,"Presence of a Computer and Type of Internet Subscription in Household","K202801","ACSSE2022"
290614,"Unweighted Housing Unit Sample","K209801","ACSSE2022"
290615,"Unweighted Total Population Sample","K209803","ACSSE2022"
293417,"SEX BY AGE","B01001","ACSDT5YSPT2021"
293418,"MEDIAN AGE BY SEX","B01002","ACSDT5YSPT2021"
293419,"TOTAL POPULATION","B01003","ACSDT5YSPT2021"
293420,"NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES","B05001","ACSDT5YSPT2021"
293421,"PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS","B05002","ACSDT5YSPT2021"
293422,"SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS","B05003","ACSDT5YSPT2021"
293423,"PERIOD OF ENTRY BY NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES","B05005","ACSDT5YSPT2021"
293424,"PERIOD OF ENTRY BY NATIVITY AND CITIZENSHIP STATUS IN PUERTO RICO","B05005PR","ACSDT5YSPT2021"
293425,"PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES","B05006","ACSDT5YSPT2021"
293426,"PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN PUERTO RICO","B05006PR","ACSDT5YSPT2021"
293427,"PLACE OF BIRTH BY SEX IN THE UNITED STATES","B06003","ACSDT5YSPT2021"
293428,"PLACE OF BIRTH BY SEX IN PUERTO RICO","B06003PR","ACSDT5YSPT2021"
293429,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY SEX FOR CURRENT RESIDENCE IN THE UNITED STATES","B07003","ACSDT5YSPT2021"
293430,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY SEX FOR CURRENT RESIDENCE IN PUERTO RICO","B07003PR","ACSDT5YSPT2021"
293431,"AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY SEX","B08013","ACSDT5YSPT2021"
293432,"MEANS OF TRANSPORTATION TO WORK","B08301","ACSDT5YSPT2021"
293433,"TRAVEL TIME TO WORK","B08303","ACSDT5YSPT2021"
293434,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP","B09019","ACSDT5YSPT2021"
293435,"GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN BY LENGTH OF TIME RESPONSIBLE FOR OWN GRANDCHILDREN FOR THE POPULATION 30 YEARS AND OVER","B10050","ACSDT5YSPT2021"
293436,"SEX OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT","B10056","ACSDT5YSPT2021"
293437,"MARITAL STATUS BY GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT","B10057","ACSDT5YSPT2021"
293438,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE)","B11001","ACSDT5YSPT2021"
293439,"HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS","B11002","ACSDT5YSPT2021"
293440,"HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE","B11005","ACSDT5YSPT2021"
293441,"HOUSEHOLDS BY PRESENCE OF PEOPLE 65 YEARS AND OVER, HOUSEHOLD SIZE AND HOUSEHOLD TYPE","B11007","ACSDT5YSPT2021"
293442,"NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER","B11010","ACSDT5YSPT2021"
293443,"HOUSEHOLDS BY TYPE","B11012","ACSDT5YSPT2021"
293444,"SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER","B12001","ACSDT5YSPT2021"
293445,"WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE","B13002","ACSDT5YSPT2021"
293446,"SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER","B14001","ACSDT5YSPT2021"
293447,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER","B15002","ACSDT5YSPT2021"
293448,"AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER","B16004","ACSDT5YSPT2021"
293449,"CITIZENSHIP STATUS BY AGE BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER","B16008","ACSDT5YSPT2021"
293450,"POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE","B17001","ACSDT5YSPT2021"
293451,"POVERTY STATUS IN THE PAST 12 MONTHS OF RELATED CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY AGE OF RELATED CHILDREN UNDER 18 YEARS","B17006","ACSDT5YSPT2021"
293452,"POVERTY STATUS IN THE PAST 12 MONTHS OF UNRELATED INDIVIDUALS 15 YEARS AND OVER BY SEX BY AGE","B17007","ACSDT5YSPT2021"
293453,"POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN","B17010","ACSDT5YSPT2021"
293454,"POVERTY STATUS OF INDIVIDUALS IN THE PAST 12 MONTHS BY LIVING ARRANGEMENT","B17021","ACSDT5YSPT2021"
293455,"SEX BY AGE BY DISABILITY STATUS","B18101","ACSDT5YSPT2021"
293456,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19001","ACSDT5YSPT2021"
293457,"MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19013","ACSDT5YSPT2021"
293458,"AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19025","ACSDT5YSPT2021"
293459,"EARNINGS IN THE PAST 12 MONTHS FOR HOUSEHOLDS","B19051","ACSDT5YSPT2021"
293460,"SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS","B19055","ACSDT5YSPT2021"
293461,"SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS FOR HOUSEHOLDS","B19056","ACSDT5YSPT2021"
293462,"PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS","B19057","ACSDT5YSPT2021"
293463,"RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS","B19059","ACSDT5YSPT2021"
293464,"AGGREGATE EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS","B19061","ACSDT5YSPT2021"
293465,"AGGREGATE SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS","B19065","ACSDT5YSPT2021"
293466,"AGGREGATE SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS","B19066","ACSDT5YSPT2021"
293467,"AGGREGATE PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS","B19067","ACSDT5YSPT2021"
293468,"AGGREGATE RETIREMENT INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS","B19069","ACSDT5YSPT2021"
293469,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19101","ACSDT5YSPT2021"
293470,"MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19113","ACSDT5YSPT2021"
293471,"AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19127","ACSDT5YSPT2021"
293472,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19201","ACSDT5YSPT2021"
293473,"MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19202","ACSDT5YSPT2021"
293474,"AGGREGATE NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19214","ACSDT5YSPT2021"
293475,"AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","B19313","ACSDT5YSPT2021"
293476,"MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS","B20017","ACSDT5YSPT2021"
293477,"SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER","B21001","ACSDT5YSPT2021"
293478,"RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS","B22001","ACSDT5YSPT2021"
293479,"SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER","B23001","ACSDT5YSPT2021"
293480,"AGE OF OWN CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY LIVING ARRANGEMENTS BY EMPLOYMENT STATUS OF PARENTS","B23008","ACSDT5YSPT2021"
293481,"EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER","B23025","ACSDT5YSPT2021"
293482,"SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","B24080","ACSDT5YSPT2021"
293483,"TENURE","B25003","ACSDT5YSPT2021"
293484,"TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE","B25008","ACSDT5YSPT2021"
293485,"TENURE BY OCCUPANTS PER ROOM","B25014","ACSDT5YSPT2021"
293486,"TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25038","ACSDT5YSPT2021"
293487,"HOUSE HEATING FUEL","B25040","ACSDT5YSPT2021"
293488,"TENURE BY TELEPHONE SERVICE AVAILABLE BY AGE OF HOUSEHOLDER","B25043","ACSDT5YSPT2021"
293489,"TENURE BY VEHICLES AVAILABLE","B25044","ACSDT5YSPT2021"
293490,"PLUMBING FACILITIES FOR OCCUPIED HOUSING UNITS","B25048","ACSDT5YSPT2021"
293491,"KITCHEN FACILITIES FOR OCCUPIED HOUSING UNITS","B25052","ACSDT5YSPT2021"
293492,"GROSS RENT","B25063","ACSDT5YSPT2021"
293493,"MEDIAN GROSS RENT (DOLLARS)","B25064","ACSDT5YSPT2021"
293494,"GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","B25070","ACSDT5YSPT2021"
293495,"VALUE","B25075","ACSDT5YSPT2021"
293496,"MEDIAN VALUE (DOLLARS)","B25077","ACSDT5YSPT2021"
293497,"MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS","B25087","ACSDT5YSPT2021"
293498,"MEDIAN SELECTED MONTHLY OWNER COSTS (DOLLARS) BY MORTGAGE STATUS","B25088","ACSDT5YSPT2021"
293499,"MORTGAGE STATUS BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","B25091","ACSDT5YSPT2021"
